ID,datetime,temperature,pressure,windspeed,Usage_kW,AC_DR_kW,Kitchen_kW,UPS_kW,LR_kW,AC_Dr_kW,AC_BR_kW,electricity_consumption
5694,2/23/2014 6:00,11.4,988,3.29,1.2077,0.0001,0.1468,0.1498,0.1396,0.0024,0.2537,336
5695,2/23/2014 7:00,11.4,978,6.045,1.2056,0,0.1458,0.1498,0.1394,0.0023,0.2525,342
5696,2/23/2014 8:00,10,993,7.56,1.1498,0.0001,0.0882,0.1499,0.1398,0.0003,0.2528,216
5697,2/23/2014 9:00,9.3,989,10.565,1.1026,0.0001,0.0423,0.1494,0.1395,0.0024,0.2529,219
5698,2/23/2014 10:00,10,983,10.58,1.1021,0.0001,0.0423,0.1492,0.1392,0.0024,0.2534,216
5699,2/23/2014 11:00,12.1,983,15.1,1.1047,0.0001,0.0424,0.1498,0.1393,0.0024,0.2539,270
5700,2/23/2014 12:00,12.9,992,18.48,1.1045,0.0001,0.0424,0.1498,0.1388,0.0025,0.2536,261
5701,2/23/2014 13:00,14.3,978,21.735,1.1053,0.0001,0.0424,0.152,0.1391,0.0024,0.2529,252
5702,2/23/2014 14:00,14.3,994,24.24,1.104,0.0001,0.0423,0.1499,0.1396,0.0024,0.2532,288
5703,2/23/2014 15:00,15,979,26.995,1.1033,0.0001,0.0424,0.1496,0.139,0.0024,0.2527,285
5704,2/23/2014 16:00,16.4,974,30.25,1.1035,0.0001,0.0425,0.1496,0.1388,0.0024,0.253,297
5705,2/23/2014 17:00,15.7,977,34.13,1.1028,0,0.0424,0.1492,0.1388,0.0024,0.2529,288
5706,2/23/2014 18:00,13.6,991,37.51,1.1023,0.0001,0.0424,0.1494,0.139,0.0024,0.2522,276
5707,2/23/2014 19:00,13.6,979,39.425,1.1027,0.0001,0.0424,0.1493,0.1391,0.0024,0.2526,294
5708,2/23/2014 20:00,14.3,982,42.43,1.1019,0.0001,0.0423,0.1492,0.1389,0.0024,0.2532,309
5709,2/23/2014 21:00,12.1,983,1.64,1.1036,0.0001,0.0423,0.1501,0.1384,0.0024,0.2532,327
5710,2/23/2014 22:00,12.9,976,3.155,1.1059,0.0001,0.0424,0.1518,0.1394,0.0024,0.2527,318
5711,2/23/2014 23:00,10,983,4.545,1.1032,0.0001,0.0424,0.1497,0.1389,0.0024,0.2526,312
5832,3/1/2014 0:00,15,983,7.435,1.102,0.0002,0.0423,0.1496,0.1386,0.0024,0.252,516
5833,3/1/2014 1:00,13.6,987,3.755,1.104,0.0001,0.0423,0.1498,0.1383,0.0024,0.253,288
5834,3/1/2014 2:00,14.3,981,5.795,1.1044,0.0001,0.0424,0.1498,0.1388,0.0024,0.2528,225
5835,3/1/2014 3:00,13.6,969,5.145,1.1045,0.0001,0.0424,0.1498,0.1396,0.0024,0.2523,222
5836,3/1/2014 4:00,10,983,10.44,1.105,0.0001,0.0428,0.1497,0.1397,0.0024,0.2523,243
5837,3/1/2014 5:00,12.1,983,14.335,1.1595,0.0001,0.0969,0.1503,0.1401,0.0001,0.252,201
5838,3/1/2014 6:00,10.7,979,16.715,1.2015,0.0001,0.1359,0.1524,0.1406,0.0018,0.252,219
5839,3/1/2014 7:00,11.4,984,19.755,1.2103,0.0001,0.1463,0.1502,0.14,0.0023,0.2521,210
5840,3/1/2014 8:00,10.7,988,22.26,1.2166,0.0001,0.1514,0.1502,0.1403,0.0025,0.2521,216
5841,3/1/2014 9:00,11.4,987,3.415,1.2144,0.0001,0.1525,0.1498,0.1402,0.0026,0.2512,195
5842,3/1/2014 10:00,13.6,985,3.415,1.2144,0.0001,0.1543,0.1494,0.1396,0.0026,0.251,231
5843,3/1/2014 11:00,13.6,973,4.505,1.2139,0.0001,0.1552,0.1494,0.1394,0.0027,0.2505,213
5844,3/1/2014 12:00,15,992,2.665,1.2132,0.0001,0.1582,0.1488,0.1382,0.0028,0.2509,216
5845,3/1/2014 13:00,15.7,983,5.005,1.2102,0.0001,0.1556,0.1489,0.1385,0.0027,0.2503,216
5846,3/1/2014 14:00,15,971,8.275,1.2103,0.0001,0.1552,0.1511,0.1385,0.0027,0.25,198
5847,3/1/2014 15:00,15,988,11.92,1.2074,0.0001,0.1571,0.1484,0.1376,0.0028,0.2493,222
5848,3/1/2014 16:00,16.4,976,16.065,1.209,0.0001,0.1569,0.1483,0.1377,0.0028,0.2499,198
5849,3/1/2014 17:00,15.7,988,20.96,1.2085,0.0001,0.1571,0.1483,0.1374,0.0028,0.2504,228
5850,3/1/2014 18:00,13.6,985,23.855,1.2109,0,0.1585,0.1484,0.1379,0.0028,0.2502,210
5851,3/1/2014 19:00,13.6,986,29.275,1.2122,0.0001,0.1564,0.149,0.1383,0.0027,0.2508,198
5852,3/1/2014 20:00,10.7,971,33.42,1.2115,0.0001,0.153,0.1491,0.1389,0.0026,0.251,225
5853,3/1/2014 21:00,11.4,976,37.175,1.2104,0.0001,0.1509,0.1492,0.1388,0.0025,0.2512,216
5854,3/1/2014 22:00,12.9,988,38.215,1.214,0.0001,0.1494,0.1525,0.1391,0.0024,0.2514,216
5855,3/1/2014 23:00,9.3,971,38.605,1.2121,0.0001,0.1487,0.15,0.1391,0.0023,0.2514,222
5856,3/2/2014 0:00,10,987,40.495,1.2148,0.0001,0.1482,0.1503,0.1403,0.0023,0.2516,219
5857,3/2/2014 1:00,8.6,987,40.885,1.216,0.0001,0.1478,0.1508,0.1401,0.0023,0.2519,240
5858,3/2/2014 2:00,9.3,981,42.4,1.2165,0.0001,0.1464,0.1509,0.1415,0.0022,0.251,252
5859,3/2/2014 3:00,10,974,2.265,1.219,0.0001,0.1468,0.1512,0.1414,0.0022,0.2514,216
5860,3/2/2014 4:00,8.6,988,3.405,1.1247,0.0001,0.0531,0.1511,0.1416,0.002,0.2516,252
5861,3/2/2014 5:00,9.3,985,3.73,1.1146,0.0001,0.0429,0.1511,0.1417,0.0025,0.2521,270
5862,3/2/2014 6:00,9.3,980,4.18,1.116,0.0001,0.0429,0.1538,0.1415,0.0025,0.251,291
5863,3/2/2014 7:00,11.4,990,4.38,1.1141,0.0001,0.0429,0.1512,0.1414,0.0026,0.2518,279
5864,3/2/2014 8:00,10.7,988,2.54,1.1114,0.0001,0.0428,0.1508,0.1404,0.0025,0.2516,279
5865,3/2/2014 9:00,12.9,977,2.665,1.1092,0.0001,0.0428,0.1506,0.1399,0.0024,0.2512,288
5866,3/2/2014 10:00,12.9,978,3.29,1.1084,0.0001,0.0427,0.1504,0.1391,0.0025,0.2514,285
5867,3/2/2014 11:00,14.3,984,2.665,1.1078,0.0001,0.0427,0.1502,0.1387,0.0025,0.2518,252
5868,3/2/2014 12:00,15,978,2.415,1.1054,0.0001,0.0426,0.15,0.1384,0.0025,0.2514,234
5869,3/2/2014 13:00,17.1,980,5.08,1.1053,0.0001,0.0426,0.1499,0.1389,0.0024,0.2518,216
5870,3/2/2014 14:00,16.4,969,7.335,1.1061,0.0001,0.0425,0.1523,0.1389,0.0024,0.2511,216
5871,3/2/2014 15:00,16.4,980,11.715,1.0996,0.0001,0.0426,0.1488,0.1378,0.0024,0.2508,225
5872,3/2/2014 16:00,18.6,979,5.895,1.0937,0.0001,0.0423,0.148,0.1371,0.0024,0.25,258
5873,3/2/2014 17:00,15.7,970,9.665,1.0915,0.0001,0.0422,0.1479,0.1357,0.0024,0.25,252
5874,3/2/2014 18:00,15,981,13.435,1.0897,0.0001,0.0423,0.1474,0.1352,0.0023,0.2504,246
5875,3/2/2014 19:00,14.3,987,15.1,1.0889,0,0.0422,0.1472,0.1363,0.0023,0.2495,246
5876,3/2/2014 20:00,13.6,983,17.265,1.0885,0,0.042,0.1475,0.1365,0.0024,0.2494,246
5877,3/2/2014 21:00,12.9,972,19.18,1.0888,0.0001,0.042,0.1475,0.1366,0.0023,0.2494,273
5878,3/2/2014 22:00,11.4,983,21.81,1.0936,0.0001,0.0421,0.1505,0.1368,0.0023,0.25,264
5879,3/2/2014 23:00,12.1,987,23.975,1.0917,0.0001,0.0422,0.1482,0.1376,0.0023,0.2495,234
5880,3/3/2014 0:00,10,975,2.64,1.0984,0.0001,0.0452,0.1485,0.1384,0.0022,0.2504,228
5881,3/3/2014 1:00,12.1,982,2.915,1.16,0.0001,0.107,0.1485,0.1384,0.0006,0.2501,222
5882,3/3/2014 2:00,10.7,984,3.54,1.1925,0,0.1383,0.1486,0.1389,0.002,0.2504,240
5883,3/3/2014 3:00,10.7,977,2.39,1.2051,0.0001,0.1489,0.149,0.1391,0.0024,0.2504,270
5884,3/3/2014 4:00,9.3,990,3.03,1.208,0.0001,0.1512,0.1492,0.1395,0.0026,0.2499,273
5885,3/3/2014 5:00,11.4,972,1.515,1.21,0.0001,0.1523,0.1494,0.1398,0.0026,0.2503,294
5886,3/3/2014 6:00,10,979,2.515,1.2147,0.0001,0.1538,0.1522,0.1401,0.0026,0.2499,270
5887,3/3/2014 7:00,12.1,991,1.515,1.2155,0.0001,0.156,0.1499,0.1406,0.0027,0.2498,324
5888,3/3/2014 8:00,11.4,977,2.405,1.2176,0.0001,0.156,0.1501,0.1407,0.0027,0.2499,291
5889,3/3/2014 9:00,14.3,980,3.04,1.2179,0.0001,0.1561,0.1501,0.1406,0.0027,0.2496,327
5890,3/3/2014 10:00,14.3,975,6.795,1.2193,0.0001,0.1563,0.15,0.1407,0.0027,0.2504,318
5891,3/3/2014 11:00,15,991,8.8,1.221,0.0001,0.1573,0.1502,0.1412,0.0028,0.2498,306
5892,3/3/2014 12:00,15,975,13.57,1.2221,0.0001,0.1582,0.1502,0.141,0.0028,0.2498,300
5893,3/3/2014 13:00,14.3,992,17.465,1.2218,0.0001,0.1577,0.1503,0.141,0.0027,0.25,279
5894,3/3/2014 14:00,15,985,20.735,1.2248,0.0001,0.1584,0.1529,0.1411,0.0028,0.2499,273
5895,3/3/2014 15:00,14.3,981,25.38,1.2201,0.0001,0.1555,0.1504,0.1412,0.0026,0.2502,261
5896,3/3/2014 16:00,15,983,30.175,1.2168,0.0001,0.1524,0.1504,0.1413,0.0025,0.2494,258
5897,3/3/2014 17:00,15.7,982,35.22,1.2164,0.0001,0.1507,0.1507,0.1413,0.0025,0.2497,267
5898,3/3/2014 18:00,12.9,988,39.865,1.2159,0.0001,0.1488,0.1504,0.1416,0.0024,0.2514,267
5899,3/3/2014 19:00,12.9,975,41.03,1.2144,0.0001,0.1482,0.1506,0.1414,0.0023,0.251,312
5900,3/3/2014 20:00,13.6,982,44.16,1.2148,0.0001,0.1486,0.1506,0.1414,0.0023,0.2507,309
5901,3/3/2014 21:00,12.9,974,1.765,1.2168,0.0001,0.1471,0.1509,0.142,0.0022,0.2509,324
5902,3/3/2014 22:00,11.4,976,4.505,1.2216,0.0001,0.1462,0.1546,0.143,0.0022,0.2506,339
5903,3/3/2014 23:00,11.4,993,6.545,1.1599,0.0001,0.0902,0.1512,0.1422,0.0003,0.2504,339
5904,3/4/2014 0:00,10,990,6.81,1.1108,0.0001,0.0429,0.151,0.1414,0.0025,0.2499,387
5905,3/4/2014 1:00,8.6,991,2.39,1.1112,0.0002,0.0429,0.1508,0.1416,0.0024,0.25,423
5906,3/4/2014 2:00,10.7,978,3.93,1.1107,0.0002,0.0429,0.1508,0.1417,0.0025,0.2498,423
5907,3/4/2014 3:00,8.6,989,1.64,1.113,0.0001,0.043,0.1512,0.142,0.0025,0.2505,411
5908,3/4/2014 4:00,9.3,988,1.765,1.1104,0.0001,0.0428,0.151,0.1419,0.0025,0.2495,369
5909,3/4/2014 5:00,9.3,994,2.465,1.111,0.0001,0.0429,0.1509,0.1416,0.0025,0.2502,366
5910,3/4/2014 6:00,9.3,983,3.98,1.1147,0.0001,0.0429,0.1537,0.1417,0.0025,0.2501,303
5911,3/4/2014 7:00,8.6,983,3.995,1.1122,0.0001,0.0429,0.1509,0.1416,0.0025,0.2505,330
5912,3/4/2014 8:00,10.7,978,5.145,1.1102,0.0001,0.0428,0.1508,0.1415,0.0024,0.2499,300
5913,3/4/2014 9:00,12.9,976,7.685,1.1096,0.0001,0.0428,0.1505,0.1416,0.0025,0.2501,258
5914,3/4/2014 10:00,14.3,975,2.54,1.1102,0.0001,0.0428,0.1508,0.1417,0.0025,0.2494,252
5915,3/4/2014 11:00,15,982,2.665,1.1123,0.0001,0.0429,0.1512,0.142,0.0025,0.2498,273
5916,3/4/2014 12:00,15,992,4.755,1.114,0.0001,0.043,0.1516,0.1426,0.0025,0.2492,282
5917,3/4/2014 13:00,17.1,990,6.42,1.1162,0.0001,0.043,0.152,0.1432,0.0025,0.2489,261
5918,3/4/2014 14:00,17.9,979,2.665,1.1201,0.0001,0.0431,0.1548,0.1435,0.0025,0.2488,246
5919,3/4/2014 15:00,16.4,980,2.79,1.118,0.0001,0.043,0.1521,0.1436,0.0025,0.2497,246
5920,3/4/2014 16:00,17.9,977,4.83,1.1177,0.0002,0.0431,0.152,0.1435,0.0025,0.2496,276
5921,3/4/2014 17:00,17.9,980,4.38,1.1176,0.0001,0.0431,0.1521,0.1433,0.0025,0.2492,264
5922,3/4/2014 18:00,15,977,7.9,1.1193,0.0001,0.043,0.1519,0.1431,0.0025,0.2516,258
5923,3/4/2014 19:00,15.7,977,11.28,1.1185,0.0001,0.043,0.1518,0.1427,0.0025,0.2515,216
5924,3/4/2014 20:00,13.6,986,15.285,1.1581,0.0002,0.0848,0.1514,0.1427,0.0006,0.2512,237
5925,3/4/2014 21:00,15,984,17.29,1.2052,0.0001,0.133,0.1512,0.1424,0.0016,0.2509,222
5926,3/4/2014 22:00,12.9,982,20.205,1.2205,0.0001,0.1471,0.1539,0.1421,0.0022,0.25,228
5927,3/4/2014 23:00,10,982,1.64,1.2214,0.0001,0.1509,0.1514,0.1423,0.0024,0.2493,246
5928,3/5/2014 0:00,10,992,2.665,1.2211,0.0001,0.1529,0.1511,0.1422,0.0025,0.2482,288
5929,3/5/2014 1:00,7.9,977,3.665,1.221,0.0001,0.1532,0.151,0.1416,0.0025,0.2484,282
5930,3/5/2014 2:00,8.6,974,1.765,1.2218,0.0001,0.1545,0.1509,0.1417,0.0025,0.2485,282
5931,3/5/2014 3:00,8.6,983,2.78,1.2227,0.0001,0.1555,0.1507,0.1416,0.0026,0.2488,285
5932,3/5/2014 4:00,7.9,986,4.295,1.2231,0.0001,0.1567,0.1505,0.1402,0.0026,0.2496,285
5933,3/5/2014 5:00,10,983,4.37,1.2226,0.0001,0.1577,0.1504,0.14,0.0027,0.2493,276
5934,3/5/2014 6:00,7.9,985,2.515,1.2252,0.0001,0.1574,0.1532,0.1399,0.0027,0.2494,267
5935,3/5/2014 7:00,8.6,991,1.765,1.2219,0.0001,0.1576,0.1504,0.1395,0.0027,0.249,279
5936,3/5/2014 8:00,11.4,992,3.155,1.2213,0.0001,0.1571,0.1504,0.1395,0.0026,0.2491,318
5937,3/5/2014 9:00,12.1,976,3.29,1.2215,0.0001,0.1573,0.1502,0.1402,0.0027,0.2488,363
5938,3/5/2014 10:00,15,977,4.33,1.2229,0.0001,0.16,0.1501,0.1395,0.0028,0.2488,393
5939,3/5/2014 11:00,15.7,994,6.995,1.2186,0.0001,0.1545,0.15,0.1404,0.0025,0.2491,378
5940,3/5/2014 12:00,16.4,987,12.165,1.2153,0.0001,0.1517,0.15,0.1405,0.0024,0.2485,363
5941,3/5/2014 13:00,15,993,14.935,1.2128,0.0001,0.1492,0.15,0.1405,0.0023,0.2488,297
5942,3/5/2014 14:00,17.1,984,19.83,1.2135,0.0001,0.148,0.1528,0.1404,0.0023,0.2484,315
5943,3/5/2014 15:00,17.1,979,22.975,1.2094,0.0001,0.1473,0.1501,0.1402,0.0022,0.248,294
5944,3/5/2014 16:00,16.4,991,26.855,1.2077,0.0001,0.1462,0.1501,0.1404,0.0022,0.2479,342
5945,3/5/2014 17:00,15,974,30.625,1.2091,0.0001,0.147,0.15,0.1404,0.0022,0.2483,291
5946,3/5/2014 18:00,15,979,34.13,1.1944,0.0001,0.1319,0.15,0.1403,0.0015,0.2483,240
5947,3/5/2014 19:00,12.9,987,37.135,1.1075,0.0001,0.044,0.1499,0.1404,0.0024,0.248,237
5948,3/5/2014 20:00,12.1,988,38.675,1.1068,0.0001,0.0428,0.1502,0.1406,0.0025,0.2481,270
5949,3/5/2014 21:00,11.4,980,40.84,1.1098,0.0001,0.043,0.1518,0.141,0.0025,0.248,267
5950,3/5/2014 22:00,10.7,990,2.325,1.1112,0.0001,0.0429,0.1523,0.1411,0.0025,0.2481,237
5951,3/5/2014 23:00,10.7,980,3.215,1.111,0.0001,0.043,0.1509,0.141,0.0025,0.2489,234
5952,3/6/2014 0:00,10,992,3.73,1.11,0.0001,0.0429,0.1509,0.1408,0.0025,0.2484,258
5953,3/6/2014 1:00,10,982,2.39,1.1106,0.0001,0.043,0.151,0.1417,0.0025,0.2483,243
5954,3/6/2014 2:00,10,989,1.515,1.1096,0.0001,0.043,0.1506,0.1411,0.0024,0.2485,264
5955,3/6/2014 3:00,9.3,975,3.28,1.1094,0.0001,0.043,0.1504,0.141,0.0025,0.2483,270
5956,3/6/2014 4:00,10.7,990,3.67,1.1091,0.0001,0.043,0.1503,0.1407,0.0025,0.2485,282
5957,3/6/2014 5:00,9.3,981,5.31,1.1115,0.0001,0.043,0.1524,0.1403,0.0025,0.2487,297
5958,3/6/2014 6:00,8.6,983,5.45,1.1108,0.0001,0.043,0.1513,0.1412,0.0025,0.2484,357
5959,3/6/2014 7:00,8.6,974,2.515,1.1092,0.0001,0.043,0.1507,0.1412,0.0025,0.2476,294
5960,3/6/2014 8:00,12.1,987,2.665,1.1101,0.0001,0.043,0.1509,0.1409,0.0026,0.2477,312
5961,3/6/2014 9:00,12.1,979,4.705,1.1114,0.0001,0.043,0.1509,0.1415,0.0025,0.248,312
5962,3/6/2014 10:00,13.6,989,2.515,1.1129,0.0001,0.043,0.1511,0.1421,0.0025,0.2482,282
5963,3/6/2014 11:00,14.3,978,3.04,1.1143,0.0001,0.0431,0.1513,0.1421,0.0025,0.2484,288
5964,3/6/2014 12:00,14.3,988,5.92,1.1153,0.0001,0.0431,0.1514,0.1425,0.0025,0.249,324
5965,3/6/2014 13:00,17.1,977,9.925,1.1188,0.0001,0.0431,0.1542,0.1429,0.0026,0.2485,351
5966,3/6/2014 14:00,15,985,12.945,1.1159,0.0001,0.0431,0.1517,0.1425,0.0025,0.2484,309
5967,3/6/2014 15:00,17.9,968,17.09,1.1296,0.0002,0.056,0.1517,0.1431,0.0019,0.2493,282
5968,3/6/2014 16:00,15.7,981,22.135,1.188,0.0001,0.1173,0.1517,0.142,0.0008,0.2484,294
5969,3/6/2014 17:00,17.1,970,26.805,1.2131,0.0001,0.1422,0.1515,0.1426,0.002,0.2486,324
5970,3/6/2014 18:00,14.3,977,30.435,1.2207,0.0001,0.15,0.1513,0.1426,0.0023,0.2482,354
5971,3/6/2014 19:00,14.3,983,33.69,1.223,0.0001,0.1519,0.1513,0.1431,0.0024,0.2486,372
5972,3/6/2014 20:00,12.1,985,35.855,1.2236,0.0001,0.1534,0.1514,0.1432,0.0024,0.2473,360
5973,3/6/2014 21:00,12.1,984,38.235,1.2278,0.0001,0.1536,0.1542,0.1432,0.0025,0.248,387
5974,3/6/2014 22:00,13.6,986,39.525,1.2259,0.0001,0.1545,0.1519,0.1431,0.0026,0.2473,429
5975,3/6/2014 23:00,11.4,983,42.565,1.2283,0.0001,0.1559,0.152,0.1432,0.0026,0.2476,402
5976,3/7/2014 0:00,12.9,968,44.105,1.2296,0.0001,0.1567,0.1519,0.1434,0.0026,0.248,426
5977,3/7/2014 1:00,12.1,973,45.895,1.2303,0.0001,0.1575,0.1518,0.1434,0.0026,0.2478,420
5978,3/7/2014 2:00,10.7,981,47.06,1.2302,0.0001,0.1578,0.1519,0.1434,0.0027,0.2477,459
5979,3/7/2014 3:00,10.7,976,49.725,1.2306,0.0001,0.158,0.1516,0.1433,0.0026,0.2479,441
5980,3/7/2014 4:00,12.1,973,51.515,1.2275,0.0001,0.157,0.1513,0.1428,0.0026,0.2484,462
5981,3/7/2014 5:00,10,970,52.18,1.2285,0.0001,0.1583,0.1536,0.1426,0.0027,0.2477,471
5982,3/7/2014 6:00,11.4,981,54.595,1.2231,0.0001,0.1555,0.1512,0.1425,0.0026,0.2477,462
5983,3/7/2014 7:00,11.4,977,56.26,1.2195,0.0001,0.1519,0.1513,0.1425,0.0024,0.2471,477
5984,3/7/2014 8:00,11.4,981,57.55,1.2194,0.0001,0.1506,0.1511,0.1423,0.0024,0.2492,498
5985,3/7/2014 9:00,13.6,966,2.265,1.2165,0.0001,0.1494,0.1509,0.1421,0.0023,0.2476,501
5986,3/7/2014 10:00,12.9,978,3.165,1.2147,0.0001,0.1481,0.1509,0.1423,0.0023,0.2472,501
5987,3/7/2014 11:00,12.9,966,3.165,1.2156,0.0001,0.1476,0.151,0.1422,0.0022,0.248,516
5988,3/7/2014 12:00,14.3,984,5.545,1.2166,0.0001,0.1466,0.1514,0.1422,0.0022,0.2484,540
5989,3/7/2014 13:00,16.4,971,9.925,1.2183,0.0001,0.1463,0.1535,0.1428,0.0021,0.2475,417
5990,3/7/2014 14:00,17.1,969,15.95,1.1553,0.0001,0.0858,0.1514,0.1428,0.0006,0.2476,330
5991,3/7/2014 15:00,17.1,973,21.245,1.1129,0.0001,0.043,0.1514,0.1426,0.0025,0.2468,231
5992,3/7/2014 16:00,15.7,974,26.415,1.1144,0.0001,0.043,0.1516,0.143,0.0025,0.2477,240
5993,3/7/2014 17:00,12.9,978,4.88,1.1132,0.0001,0.0431,0.1515,0.143,0.0025,0.2472,204
5994,3/7/2014 18:00,11.4,967,4.645,1.1126,0.0001,0.0429,0.1512,0.1427,0.0025,0.2475,243
5995,3/7/2014 19:00,10,975,3.54,1.1436,0.0001,0.0742,0.1512,0.1424,0.0011,0.2483,255
5996,3/7/2014 20:00,12.1,986,5.145,1.1932,0.0001,0.1242,0.1521,0.1425,0.0012,0.2469,270
5997,3/7/2014 21:00,11.4,988,5.645,1.2129,0.0001,0.1426,0.1529,0.1425,0.002,0.248,252
5998,3/7/2014 22:00,9.3,973,2.015,1.2114,0.0001,0.144,0.1513,0.1423,0.002,0.247,282
5999,3/7/2014 23:00,9.3,989,3.165,1.2096,0.0001,0.1434,0.1512,0.1423,0.002,0.2464,270
6000,3/8/2014 0:00,9.3,974,3.43,1.2092,0.0001,0.1428,0.1512,0.1424,0.002,0.2462,294
6001,3/8/2014 1:00,10.7,986,6.81,1.2103,0.0001,0.1432,0.1511,0.1425,0.002,0.2466,282
6002,3/8/2014 2:00,12.1,974,10.83,1.2097,0.0001,0.143,0.151,0.1423,0.0021,0.247,252
6003,3/8/2014 3:00,9.3,984,14.835,1.2109,0.0001,0.1434,0.151,0.1425,0.002,0.2468,192
6004,3/8/2014 4:00,10,972,17.59,1.2112,0.0001,0.1429,0.1523,0.1421,0.002,0.2468,186
6005,3/8/2014 5:00,10.7,986,21.485,1.2104,0.0001,0.1432,0.1524,0.1419,0.002,0.2463,198
6006,3/8/2014 6:00,7.9,978,2.14,1.2075,0.0001,0.1418,0.151,0.1417,0.002,0.2466,192
6007,3/8/2014 7:00,9.3,984,4.13,1.2064,0.0001,0.1425,0.1505,0.1415,0.002,0.2467,192
6008,3/8/2014 8:00,7.9,976,8.01,1.2006,0.0001,0.1408,0.1501,0.1406,0.0019,0.2462,216
6009,3/8/2014 9:00,9.3,985,4.88,1.2024,0.0001,0.1418,0.1501,0.1411,0.002,0.2465,189
6010,3/8/2014 10:00,9.3,978,5.795,1.3038,0.0001,0.242,0.1504,0.1412,0.0074,0.2457,213
6011,3/8/2014 11:00,10,982,2.265,1.3147,0.0001,0.2528,0.1504,0.1411,0.008,0.2462,222
6012,3/8/2014 12:00,10,991,3.53,1.3155,0.0001,0.2516,0.1526,0.1412,0.008,0.2463,204
6013,3/8/2014 13:00,10,992,5.77,1.3099,0.0001,0.2498,0.1504,0.1409,0.0079,0.2463,204
6014,3/8/2014 14:00,10.7,975,8.775,1.3072,0.0001,0.2493,0.1499,0.1406,0.0079,0.2451,255
6015,3/8/2014 15:00,8.6,984,10.815,1.3068,0,0.249,0.1496,0.1405,0.0079,0.2456,219
6016,3/8/2014 16:00,10,975,12.105,1.3059,0.0001,0.2484,0.1496,0.1403,0.0078,0.2459,240
6017,3/8/2014 17:00,10,976,14.02,1.3059,0.0001,0.2483,0.1495,0.1402,0.0078,0.2466,255
6018,3/8/2014 18:00,10,993,15.31,1.3036,0.0001,0.2479,0.1495,0.14,0.0078,0.2458,237
6019,3/8/2014 19:00,10,991,2.015,1.3017,0,0.2472,0.1491,0.1398,0.0078,0.2456,240
6020,3/8/2014 20:00,8.6,977,2.14,1.3011,0.0001,0.2469,0.1506,0.1394,0.0078,0.245,249
6021,3/8/2014 21:00,7.1,979,3.665,1.2993,0.0001,0.2462,0.1498,0.1393,0.0077,0.2453,231
6022,3/8/2014 22:00,7.1,984,1.64,1.3361,0.0001,0.2454,0.1487,0.139,0.0077,0.2855,246
6023,3/8/2014 23:00,8.6,996,3.155,1.3878,0,0.2456,0.1488,0.1394,0.0076,0.3357,243
6024,3/9/2014 0:00,7.1,982,3.54,1.1036,0.0001,0.2462,0.1488,0.1394,0.0082,0.0498,222
6025,3/9/2014 1:00,7.1,987,4.83,1.066,0.0001,0.2466,0.149,0.1395,0.0082,0.0107,255
6026,3/9/2014 2:00,9.3,993,1.515,1.062,0.0001,0.2463,0.1492,0.1396,0.0083,0.0073,240
6027,3/9/2014 3:00,7.1,995,2.665,1.0633,0.0001,0.2458,0.1486,0.1393,0.0082,0.0106,231
6028,3/9/2014 4:00,7.9,984,6.42,1.0588,0.0001,0.2451,0.15,0.1388,0.0082,0.0073,234
6029,3/9/2014 5:00,8.6,988,10.315,1.013,0,0.1983,0.149,0.1383,0.0059,0.0107,222
6030,3/9/2014 6:00,6.4,982,13.57,0.8854,0.0001,0.0422,0.1482,0.1383,0.0019,0.0402,201
6031,3/9/2014 7:00,7.1,980,17.965,0.9542,0.0001,0.0434,0.1481,0.1381,0.0019,0.109,195
6032,3/9/2014 8:00,10,991,21.76,1.2421,0,0.1482,0.1478,0.138,0.0025,0.294,183
6033,3/9/2014 9:00,11.4,981,26.405,1.2714,0,0.1756,0.1478,0.138,0.0036,0.2963,204
6034,3/9/2014 10:00,10.7,997,30.95,1.2962,0,0.2018,0.1478,0.1381,0.0047,0.2944,180
6035,3/9/2014 11:00,12.1,997,6.67,1.2794,0,0.1854,0.1477,0.138,0.004,0.2945,195
6036,3/9/2014 12:00,14.3,983,8.15,1.2572,0,0.1635,0.1497,0.1383,0.003,0.2913,219
6037,3/9/2014 13:00,14.3,986,11.795,1.2402,0,0.1487,0.149,0.1386,0.0024,0.2886,210
6038,3/9/2014 14:00,12.9,986,5.67,1.1925,0,0.14,0.1488,0.1393,0.002,0.2481,201
6039,3/9/2014 15:00,14.3,985,5.92,1.2053,0,0.1538,0.1489,0.1398,0.0027,0.2458,192
6040,3/9/2014 16:00,12.1,986,3.29,1.2246,0,0.1684,0.1494,0.1404,0.0033,0.2468,216
6041,3/9/2014 17:00,11.4,990,5.795,1.2271,0.0001,0.1722,0.1494,0.1406,0.0034,0.2448,204
6042,3/9/2014 18:00,10.7,983,1.64,1.228,0,0.1735,0.1493,0.1406,0.0035,0.2455,216
6043,3/9/2014 19:00,8.6,981,2.64,1.2286,0,0.1748,0.1489,0.1399,0.0036,0.2464,213
6044,3/9/2014 20:00,8.6,991,1.765,1.227,0,0.1741,0.1504,0.1397,0.0035,0.2447,225
6045,3/9/2014 21:00,8.6,984,3.415,1.2273,0.0001,0.1746,0.15,0.1397,0.0035,0.2448,234
6046,3/9/2014 22:00,9.3,988,4.38,1.2345,0.0001,0.1808,0.1494,0.14,0.0038,0.2452,198
